Id,Label,timeset,eigencentrality,indegree,outdegree,Degree,clustering,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,weighted indegree,weighted outdegree,Weighted Degree,modularity_class
GNV,,,0.029937,5,5,10,0.9,0.000128,10,0.273353,0.293755,0,12,12,24,8
GPT,,,0.029019,4,4,8,1,0.000116,10,0.277714,0.298541,0,9,9,18,8
GRB,,,0.029302,4,4,8,1,0.000116,9,0.281769,0.301337,0,8,8,16,8
GRK,,,0.022914,3,3,6,1,0.000099,10,0.27719,0.297735,0,6,6,12,8
GRR,,,0.099445,20,20,40,0.694737,0.000399,9,0.295476,0.320027,0.000125,28,28,56,8
GSO,,,0.081141,14,14,28,0.708791,0.000289,9,0.295735,0.319212,0.000075,26,25,51,8
GSP,,,0.096972,20,20,40,0.636842,0.000385,9,0.294292,0.317668,0.000112,29,29,58,8
GTR,,,0.00862,1,1,2,0,0.000063,10,0.26664,0.285093,0,3,3,6,8
GUA,,,0.09558,21,19,40,0.611905,0.000502,9,0.303414,0.327785,0.000525,40,37,77,8
HSV,,,0.061409,9,9,18,0.972222,0.000204,9,0.29097,0.313058,0,18,18,36,8
ICT,,,0.068401,12,11,23,0.681818,0.000264,9,0.29558,0.317954,0.000045,20,20,40,8
ILM,,,0.028735,5,5,10,1,0.000126,10,0.269664,0.289269,0,13,13,26,8
IND,,,0.185115,35,35,70,0.816807,0.000645,9,0.307868,0.335674,0.000035,69,69,138,8
JAN,,,0.053112,9,9,18,0.833333,0.000197,9,0.287723,0.308463,0,18,18,36,8
JAX,,,0.140574,26,26,52,0.827692,0.00049,9,0.300552,0.326916,0.000031,45,46,91,8
LAN,,,0.034455,6,6,12,0.666667,0.000151,9,0.282405,0.302556,0.000008,8,8,16,8
LEX,,,0.063558,13,13,26,0.576923,0.000275,9,0.289498,0.311799,0.000073,20,20,40,8
LFT,,,0.022914,3,3,6,1,0.000099,10,0.27719,0.297735,0,6,6,12,8
LGA,,,0.205553,69,70,139,0.340373,0.001252,9,0.3055,0.337404,0.000315,158,158,316,8
LIR,,,0.083978,15,15,30,0.695238,0.000388,9,0.305445,0.328765,0.000791,21,24,45,8
LIT,,,0.079011,16,17,33,0.720588,0.000322,9,0.290195,0.313936,0.000027,29,29,58,8
LWB,,,0.015856,2,2,4,1,0.000079,9,0.27491,0.293654,0,2,2,4,8
MBJ,,,0.163615,27,26,53,0.636699,0.000501,9,0.316051,0.344175,0.000078,44,45,89,8
MBS,,,0.029302,4,4,8,1,0.000116,9,0.281769,0.301337,0,5,5,10,8
MCN,,,0.013733,2,2,4,1,0.000079,10,0.268677,0.28745,0,2,2,4,8
MDT,,,0.070974,12,12,24,0.681818,0.000258,9,0.291045,0.314655,0.000071,19,20,39,8
MEI,,,0.00862,1,1,2,0,0.000063,10,0.26664,0.285093,0,1,1,2,8
MEM,,,0.137774,31,32,63,0.667339,0.00063,9,0.302355,0.328599,0.001268,54,58,112,8
MGA,,,0.035678,8,8,16,0.964286,0.000206,9,0.281675,0.303775,0,14,15,29,8
MGM,,,0.021863,3,3,6,1,0.000099,10,0.271703,0.291494,0,7,7,14,8
MHT,,,0.072747,13,13,26,0.912088,0.00026,9,0.286259,0.307985,0,20,20,40,8
MKE,,,0.161584,30,30,60,0.927586,0.000564,9,0.305888,0.332461,0.000007,60,65,125,8
MLB,,,0.014725,2,2,4,1,0.000079,10,0.267549,0.286154,0,5,5,10,8
MLI,,,0.0503,10,10,20,0.488889,0.000235,9,0.287282,0.30946,0.000058,15,15,30,8
MLU,,,0.022914,3,3,6,1,0.000099,10,0.27719,0.297735,0,6,6,12,8
MOB,,,0.038185,5,5,10,1,0.000134,9,0.286745,0.306657,0,9,9,18,8
MSL,,,0.00862,1,1,2,0,0.000063,10,0.26664,0.285093,0,1,1,2,8
MSN,,,0.065371,11,11,22,0.963636,0.000239,9,0.290095,0.312564,0,17,17,34,8
MSY,,,0.195257,39,39,78,0.808367,0.000712,9,0.308317,0.336785,0.000047,125,123,248,8
OAJ,,,0.018793,3,3,6,1,0.000095,10,0.267867,0.286638,0,7,7,14,8
OKC,,,0.113114,22,20,42,0.742424,0.000437,9,0.30098,0.325776,0.000078,41,40,81,8
OMA,,,0.109608,19,19,38,0.936842,0.000382,9,0.295709,0.320224,0.000001,35,34,69,8
ORF,,,0.120327,19,17,36,0.912281,0.000369,9,0.297848,0.321364,0.000001,38,36,74,8
PAP,,,0.048319,12,12,24,0.487179,0.000306,9,0.288805,0.31173,0.000387,24,24,48,8
PBI,,,0.110865,23,23,46,0.644269,0.000461,9,0.301545,0.326186,0.000101,44,44,88,8
PHF,,,0.028391,5,5,10,0.6,0.000137,9,0.277235,0.297725,0.000007,9,9,18,8
PIA,,,0.049652,10,10,20,0.488889,0.000233,9,0.287111,0.309189,0.000064,15,15,30,8
PIB,,,0.00862,1,1,2,0,0.000063,10,0.26664,0.285093,0,1,1,2,8
PIT,,,0.204259,37,37,74,0.831832,0.000667,9,0.318045,0.347405,0.000042,74,74,148,8
PLS,,,0.079482,20,20,40,0.445238,0.000514,9,0.295943,0.321005,0.002149,31,31,62,8
PNS,,,0.062898,11,11,22,0.927273,0.000229,9,0.29082,0.312446,0,21,21,42,8
PVD,,,0.090884,17,17,34,0.859649,0.000323,9,0.289772,0.313093,0.000001,28,27,55,8
PVR,,,0.099168,21,21,42,0.661905,0.000454,9,0.304756,0.330423,0.000079,45,47,92,8
PWM,,,0.081613,12,2,14,0.878788,0.000243,9,0.278309,0.295688,0,18,2,20,8
RDU,,,0.206433,39,39,78,0.820513,0.000707,9,0.315607,0.344395,0.000055,84,83,167,8
RIC,,,0.114713,19,19,38,0.888889,0.000369,9,0.29885,0.323215,0.000005,38,38,76,8
ROA,,,0.048873,9,9,18,0.583333,0.0002,9,0.286017,0.306667,0.000031,15,15,30,8
ROC,,,0.109021,18,18,36,0.921569,0.000344,9,0.293041,0.316842,0,30,30,60,8
RTB,,,0.034289,9,10,19,0.755556,0.000233,10,0.280925,0.303692,0.000208,13,15,28,8
SAL,,,0.128658,31,32,63,0.548387,0.000713,9,0.313993,0.342801,0.000451,52,53,105,8
SAP,,,0.06121,15,15,30,0.680952,0.000357,9,0.29017,0.314728,0.0004,23,23,46,8
SAT,,,0.16619,35,35,70,0.671429,0.000666,9,0.306082,0.333559,0.000118,68,68,136,8
SAV,,,0.090096,13,13,26,0.935897,0.000263,9,0.29558,0.318072,0,23,23,46,8
SBN,,,0.037775,9,9,18,0.305556,0.000212,9,0.28321,0.304397,0.000055,11,11,22,8
SDF,,,0.134679,23,22,45,0.920949,0.000436,9,0.299592,0.324967,0.000001,42,41,83,8
SGF,,,0.039221,9,9,18,0.305556,0.000217,9,0.286818,0.308522,0.000069,14,14,28,8
SHV,,,0.034412,5,5,10,1,0.000138,9,0.28414,0.304764,0,8,8,16,8
SJC,,,0.12078,30,29,59,0.602299,0.000609,9,0.311216,0.337004,0.000068,60,60,120,8
SJD,,,0.097882,22,22,44,0.627706,0.000469,9,0.30141,0.326744,0.000118,50,51,101,8
SJO,,,0.136153,37,38,75,0.325036,0.001302,9,0.315107,0.34479,0.014845,73,76,149,8
SNA,,,0.100407,22,21,43,0.709957,0.000455,9,0.299247,0.324454,0.000031,44,42,86,8
SRQ,,,0.040944,6,6,12,0.933333,0.000144,9,0.287062,0.307235,0,13,13,26,8
STL,,,0.230125,61,60,121,0.47623,0.00136,9,0.310958,0.341843,0.004172,107,114,221,8
STT,,,0.079792,19,18,37,0.464912,0.000434,9,0.292153,0.315319,0.000544,32,34,66,8
SYR,,,0.098634,16,16,32,0.841667,0.000315,9,0.293015,0.31657,0.000069,26,26,52,8
TGU,,,0.033285,11,11,22,0.663636,0.000297,10,0.278699,0.301664,0.000712,18,18,36,8
TLH,,,0.041143,7,7,14,0.952381,0.000163,10,0.277349,0.298857,0,15,15,30,8
TRI,,,0.016431,4,4,8,0.166667,0.000118,9,0.269191,0.287984,0.000008,7,7,14,8
TTN,,,0.055258,14,14,28,0.736264,0.000311,9,0.275899,0.297316,0.000576,14,14,28,8
TUL,,,0.096859,18,18,36,0.732026,0.000366,9,0.2979,0.322761,0.000046,28,27,55,8
TUP,,,0.008769,2,2,4,0,0.000157,10,0.266682,0.28529,0.000576,2,2,4,8
TUS,,,0.08593,15,16,31,0.966667,0.000323,9,0.297769,0.321112,0,31,31,62,8
TYS,,,0.092212,17,17,34,0.654412,0.000344,9,0.295709,0.319839,0.000117,31,31,62,8
VLD,,,0.00862,1,1,2,0,0.000063,10,0.26664,0.285093,0,3,3,6,8
VPS,,,0.033087,5,5,10,1,0.000132,10,0.278034,0.299,0,11,10,21,8
XNA,,,0.085318,14,14,28,0.835165,0.000294,9,0.299486,0.322953,0.000048,24,24,48,8
ATM,,,0.000702,2,3,5,0.5,0.000106,11,0.212497,0.222823,0.000068,3,4,7,9
BEL,,,0.01958,18,18,36,0.210526,0.000621,10,0.269685,0.291356,0.004259,34,36,70,9
ORX,,,0.000522,3,0,3,0.666667,0.000136,0,0,0,0,3,0,3,9
STM,,,0.00168,6,8,14,0.142857,0.000301,11,0.213221,0.22495,0.001593,13,15,28,9
SXR,,,0.010129,6,6,12,0.6,0.000211,10,0.259769,0.276676,0.000001,15,14,29,6
ATT,,,0.000463,2,2,4,0.5,0.000238,11,0.187185,0.194488,0,2,2,4,16
KUK,,,0.000474,2,1,3,0.666667,0.000236,12,0.157686,0.161925,0.000288,2,2,4,16
AZA,,,0.026064,32,32,64,0.058468,0.000825,10,0.257767,0.27749,0.000624,32,32,64,8
ATY,,,0.005663,2,2,4,0,0.000121,10,0.254887,0.269381,0.000004,3,3,6,8
PIR,,,0.006201,3,3,6,0,0.000204,9,0.255736,0.271085,0.00058,8,8,16,8
ATZ,,,0.019013,5,5,10,1,0.00013,9,0.26601,0.284365,0,6,6,12,6
JBQ,,,0.002558,2,2,4,0,0.000085,10,0.233089,0.245735,0,3,3,6,8
LRM,,,0.051332,8,8,16,0.486111,0.00017,9,0.292888,0.315089,0.000008,10,10,20,8
LSP,,,0.004917,3,3,6,1,0.000112,10,0.244568,0.259968,0,4,4,8,8
MAR,,,0.015488,8,8,16,0.571429,0.000251,10,0.260591,0.279381,0.000422,14,14,28,8
VLN,,,0.007149,6,6,12,0.6,0.000192,10,0.250612,0.266134,0.000002,10,10,20,8
AUC,,,0.002882,1,1,2,0,0.000077,10,0.243493,0.25849,0,2,2,4,8
AUG,,,0.005931,1,1,2,0,0.000062,9,0.258576,0.272383,0,1,1,2,8
CMB,,,0.177329,41,41,82,0.434146,0.000932,9,0.325087,0.359527,0.004184,102,101,203,6
DAC,,,0.129479,34,33,67,0.426916,0.000946,9,0.312975,0.344038,0.003614,74,74,148,7
HKT,,,0.116109,31,32,63,0.439516,0.000684,9,0.308797,0.342593,0.00138,67,71,138,7
ISB,,,0.159696,37,37,74,0.337127,0.000811,8,0.322633,0.353903,0.002963,59,58,117,6
KHI,,,0.116218,37,36,73,0.350601,0.000956,9,0.316258,0.346146,0.003626,63,62,125,6
KIH,,,0.019725,9,8,17,0.666667,0.000269,9,0.282949,0.302311,0.000256,17,16,33,6
KTM,,,0.100233,32,32,64,0.279234,0.001053,9,0.304701,0.335573,0.005555,44,44,88,7
LHE,,,0.152197,31,31,62,0.464349,0.000641,9,0.318045,0.34812,0.001283,55,56,111,6
MLE,,,0.125928,27,29,56,0.355911,0.000672,9,0.316673,0.347977,0.003285,41,44,85,6
MNL,,,0.180406,78,78,156,0.157509,0.002511,9,0.330787,0.367246,0.019475,193,193,386,12
RYK,,,0.009814,3,3,6,1,0.000101,10,0.26702,0.283298,0,3,3,6,6
SEZ,,,0.043737,9,9,18,0.486111,0.000256,9,0.300044,0.32292,0.000598,13,13,26,6
TRV,,,0.059083,17,17,34,0.761029,0.000381,9,0.292052,0.315255,0.000572,42,42,84,6
ZYL,,,0.028971,4,1,5,0.833333,0.000116,10,0.238388,0.251296,0,6,4,10,7
AUK,,,0.000323,2,2,4,0,0.000223,12,0.157767,0.162339,0.000003,2,2,4,16
EMK,,,0.000635,3,3,6,0,0.000305,11,0.187268,0.194908,0.000301,3,4,7,16
SXP,,,0.000341,2,2,4,0,0.000219,11,0.186616,0.192825,0.000284,2,2,4,16
AUQ,,,0.001118,4,4,8,0.666667,0.000305,10,0.226295,0.235723,0.000575,4,4,8,14
NHV,,,0.001118,4,4,8,0.666667,0.000305,10,0.226295,0.235723,0.000575,4,4,8,14
UAH,,,0.000524,3,3,6,1,0.000242,11,0.184566,0.189825,0,3,3,6,14
UAP,,,0.000524,3,3,6,1,0.000242,11,0.184566,0.189825,0,3,3,6,14
AUR,,,0.00546,1,1,2,0,0.00006,9,0.241905,0.258486,0,1,1,2,1
HRL,,,0.016453,6,6,12,0.666667,0.000146,10,0.269384,0.287631,0,8,7,15,8
LBB,,,0.029972,7,7,14,0.607143,0.000172,9,0.280738,0.300182,0.000006,9,10,19,8
LGB,,,0.057587,12,12,24,0.886364,0.000258,9,0.292812,0.313424,0.000001,18,18,36,8
AUU,,,0.000916,2,2,4,0.666667,0.000172,10,0.222405,0.233491,0,2,2,4,7
CUQ,,,0.000916,2,1,3,0.833333,0.000155,11,0.18196,0.187985,0,2,1,3,7
AUX,,,0.001622,3,3,6,0.666667,0.000132,10,0.232224,0.245648,0,4,4,8,9
MAB,,,0.002117,4,8,12,0.214286,0.000198,10,0.232528,0.246956,0.001447,10,12,22,9
PMW,,,0.001805,3,3,6,0.666667,0.000137,10,0.232128,0.245411,0,7,7,14,9
AUY,,,0.000183,1,1,2,0,0.000121,12,0.169511,0.174916,0,1,1,2,7
TAH,,,0.001023,5,5,10,0.2,0.00045,11,0.204098,0.213952,0.001726,5,5,10,7
AVA,,,0.009468,3,3,6,1,0.000093,10,0.261095,0.279328,0,4,4,8,12
LIG,,,0.039305,10,10,20,0.244444,0.000192,9,0.254753,0.277511,0.000061,11,11,22,1
AVV,,,0.002599,1,1,2,0,0.000075,10,0.252978,0.267631,0,1,1,2,7
AWD,,,0.000339,2,2,4,1,0.00021,12,0.16952,0.175064,0,2,2,4,7
FTA,,,0.000339,2,2,4,1,0.00021,12,0.16952,0.175064,0,2,2,4,7
AWZ,,,0.022468,13,13,26,0.565934,0.000373,9,0.282263,0.30232,0.000407,24,24,48,6
BND,,,0.015477,12,12,24,0.560606,0.000371,9,0.281957,0.301654,0.000322,19,19,38,6
IFN,,,0.033401,14,14,28,0.5,0.00041,9,0.288435,0.311278,0.001258,20,20,40,6
PGU,,,0.002948,5,5,10,0.9,0.000184,10,0.22572,0.237565,0,5,5,10,6
RAS,,,0.008192,7,7,14,0.642857,0.000229,10,0.227852,0.241691,0.000011,10,10,20,6
SRY,,,0.00297,4,4,8,1,0.000143,10,0.225992,0.237812,0,6,6,12,6
TBZ,,,0.032184,10,10,20,0.654545,0.000271,9,0.288263,0.310537,0.00036,15,15,30,6
AXK,,,0.001211,1,1,2,0,0.000067,10,0.224207,0.234145,0,1,1,2,6
AXM,,,0.007342,2,2,4,1,0.000095,9,0.256787,0.273376,0,2,2,4,8
AXP,,,0.002313,2,2,4,1,0.000122,10,0.236683,0.247961,0,2,2,4,8
CRI,,,0.002313,2,2,4,1,0.000122,10,0.236683,0.247961,0,2,2,4,8
AXR,,,0.000609,1,1,2,0.5,0.000103,11,0.184515,0.189405,0.000288,1,1,2,14
KKR,,,0.000156,1,1,2,0.5,0.000131,10,0.226234,0.235229,0.000288,1,1,2,14
AXT,,,0.013481,5,5,10,0.8,0.000152,10,0.271354,0.28991,0.000001,8,8,16,12
LLI,,,0.000586,3,3,6,0.5,0.000175,10,0.244834,0.260014,0,3,3,6,6
AYP,,,0.00251,1,1,2,0,0.000074,10,0.246875,0.259938,0,2,2,4,9
DRS,,,0.114387,18,18,36,0.601307,0.000273,9,0.293015,0.318504,0.000004,22,22,44,1
ERF,,,0.034484,6,6,12,0.5,0.000118,9,0.264572,0.285417,0,6,6,12,1
FDH,,,0.074515,12,12,24,0.575758,0.000207,9,0.293525,0.317961,0.000011,13,13,26,1
GRQ,,,0.025276,6,5,11,0.392857,0.000116,9,0.241163,0.260108,0.000001,7,6,13,1
GRZ,,,0.08832,11,11,22,0.890909,0.000181,9,0.289672,0.312759,0,19,19,38,1
KSF,,,0.010791,2,2,4,0,0.000069,9,0.240801,0.258659,0,2,2,4,1
LNZ,,,0.053761,7,8,15,0.75,0.000133,9,0.29022,0.313598,0.000001,11,12,23,1
RLG,,,0.034133,5,5,10,0.8,0.000106,9,0.276667,0.29764,0,5,5,10,1
ROV,,,0.098269,22,22,44,0.482684,0.000392,9,0.296462,0.324114,0.000061,28,28,56,3
SZG,,,0.127709,20,19,39,0.597619,0.000299,9,0.296514,0.32371,0.000011,35,34,69,1
ZQW,,,0.027915,6,5,11,0.595238,0.000115,9,0.243195,0.262482,0,6,5,11,1
BIL,,,0.030233,12,12,24,0.242424,0.000532,9,0.270333,0.289488,0.002883,12,12,24,8
BIS,,,0.018659,5,5,10,0.4,0.000144,9,0.263109,0.28097,0.000009,6,6,12,8
BLI,,,0.031497,9,9,18,0.75,0.000217,9,0.283472,0.301081,0.000028,10,10,20,8
BZN,,,0.035538,7,7,14,0.761905,0.000183,9,0.279484,0.299667,0.000011,8,8,16,8
DLH,,,0.020916,4,4,8,0.666667,0.00012,9,0.275202,0.293458,0.000005,4,4,8,8
EUG,,,0.039651,9,9,18,0.805556,0.000219,9,0.284931,0.303815,0.000025,13,14,27,8
GFK,,,0.012986,5,5,10,0.2,0.000187,9,0.261499,0.278169,0.000581,5,5,10,8
GRI,,,0.013468,3,3,6,0.666667,0.000102,10,0.271354,0.288784,0.000004,4,4,8,8
GTF,,,0.026748,7,7,14,0.690476,0.000187,9,0.270052,0.288353,0.000009,7,7,14,8
IDA,,,0.015945,4,4,8,0.666667,0.000125,9,0.2616,0.278295,0.000002,4,4,8,8
MOT,,,0.017574,4,4,8,0.666667,0.000124,9,0.262516,0.279563,0.000002,5,5,10,8
MSO,,,0.029461,7,7,14,0.761905,0.000184,9,0.270117,0.288501,0.000006,7,7,14,8
OGD,,,0.000656,1,1,2,0,0.000066,11,0.204952,0.213753,0,1,1,2,8
PSC,,,0.035553,8,8,16,0.785714,0.000202,9,0.275045,0.293952,0.000012,8,8,16,8
PVU,,,0.010174,3,3,6,0.666667,0.000102,9,0.279576,0.295331,0.000014,3,3,6,8
RAP,,,0.037669,7,7,14,0.761905,0.000181,9,0.283734,0.304236,0.000011,8,8,16,8
RFD,,,0.008473,5,5,10,0.1,0.00014,9,0.257826,0.27393,0.000008,5,5,10,8
RST,,,0.015242,3,3,6,0.333333,0.000103,9,0.274642,0.292234,0.000005,4,4,8,8
STC,,,0.009822,2,2,4,0,0.000084,9,0.274263,0.291321,0.000004,2,2,4,8
AZD,,,0.006541,4,4,8,0.6,0.000149,10,0.22776,0.241099,0,7,7,14,6
AZI,,,0.010087,4,4,8,0.166667,0.000295,9,0.280738,0.298594,0.001151,4,4,8,6
FJR,,,0.000293,1,1,2,0,0.000107,10,0.219215,0.227604,0,1,1,2,6
XSB,,,0.009801,2,2,4,1,0.000123,9,0.280692,0.298298,0,2,2,4,6
ZDY,,,0.000293,1,1,2,0,0.000107,10,0.219215,0.227604,0,1,1,2,6
AZN,,,0.015763,3,3,6,1,0.000096,9,0.259789,0.280357,0,3,3,6,3
BMW,,,0.000254,1,1,2,0,0.000074,11,0.19714,0.204833,0,1,1,2,1
AZS,,,0.027939,5,4,9,0.85,0.000129,9,0.284739,0.303498,0.000002,6,6,12,8
IXE,,,0.026313,8,7,15,0.911111,0.000188,9,0.285799,0.305532,0,16,15,31,6
NJF,,,0.042404,8,9,17,0.916667,0.000174,9,0.289598,0.311138,0,10,11,21,6
SKT,,,0.03326,9,9,18,0.972222,0.000201,9,0.28321,0.303347,0,12,11,23,6
BAL,,,0.018509,3,3,6,0.666667,0.000098,9,0.275291,0.295326,0,3,3,6,3
BAV,,,0.051093,17,17,34,0.720588,0.000311,9,0.280575,0.303658,0.000009,29,29,58,12
CGO,,,0.127093,55,55,110,0.456566,0.000921,9,0.287576,0.317363,0.000143,174,174,348,12
CIF,,,0.023742,10,10,20,0.622222,0.000207,9,0.274486,0.295172,0.000004,15,15,30,12
CSX,,,0.14731,70,70,140,0.370186,0.001192,9,0.290145,0.322926,0.00042,188,189,377,12
NKG,,,0.147213,54,54,108,0.459119,0.00091,9,0.310986,0.34204,0.000453,165,165,330,12
SHE,,,0.144323,62,62,124,0.323374,0.001082,9,0.308656,0.339691,0.000634,136,136,272,12
SJW,,,0.076951,35,35,70,0.553782,0.00063,9,0.276599,0.30199,0.000595,82,82,164,12
TSN,,,0.114043,52,52,104,0.435143,0.000888,9,0.285147,0.314836,0.000137,147,147,294,12
TYN,,,0.110105,47,47,94,0.557354,0.00078,9,0.284307,0.312196,0.00004,110,110,220,12
XIY,,,0.148618,86,86,172,0.259508,0.001565,9,0.291976,0.326301,0.002939,280,283,563,12
BAX,,,0.015172,2,2,4,0,0.000078,9,0.268634,0.288323,0,3,3,6,3
BAY,,,0.005141,1,1,2,0,0.000058,9,0.242148,0.255652,0,2,2,4,1
BAZ,,,0.000554,1,1,2,0,0.000083,11,0.212497,0.2227,0,1,1,2,9
MAO,,,0.022985,18,18,36,0.202614,0.000814,10,0.269815,0.2922,0.007085,32,32,64,9
BBA,,,0.002179,3,3,6,1,0.000179,10,0.245261,0.258797,0,4,4,8,9
PMC,,,0.002507,5,5,10,0.4,0.000312,10,0.245315,0.259142,0.000576,10,10,20,9
PUQ,,,0.002321,4,4,8,0.35,0.000253,10,0.24535,0.259142,0.000366,6,7,13,9
BBI,,,0.014276,6,7,13,0.785714,0.000174,10,0.260491,0.278063,0.000006,8,9,17,6
IXZ,,,0.003604,3,3,6,0.833333,0.000107,10,0.259749,0.276321,0,11,11,22,6
VTZ,,,0.022142,9,8,17,0.833333,0.000229,9,0.27118,0.291453,0.000006,18,18,36,6
BBK,,,0.003987,3,3,6,1,0.000138,10,0.253452,0.269235,0,4,4,8,4
GBE,,,0.008785,8,8,16,0.428571,0.000302,10,0.256787,0.274728,0.000009,9,9,18,4
MUB,,,0.005567,6,6,12,0.6,0.00024,10,0.253605,0.269901,0.000001,7,7,14,4
BBN,,,0.0007,2,2,4,1,0.000135,10,0.211897,0.22178,0,2,2,4,7
MUR,,,0.001307,6,6,12,0.266667,0.000394,10,0.21195,0.222372,0.000576,6,6,12,7
MYY,,,0.018735,20,20,40,0.194737,0.000826,9,0.268805,0.290061,0.004592,24,24,48,7
BSA,,,0.000514,2,2,4,0,0.000117,10,0.220029,0.228951,0.000007,4,4,8,6
BCD,,,0.004397,4,4,8,1,0.000169,10,0.248693,0.263183,0,6,6,12,12
CEB,,,0.041414,29,29,58,0.152709,0.001068,9,0.285847,0.310457,0.002067,48,49,97,12
CGY,,,0.004806,5,5,10,0.9,0.0002,10,0.248711,0.263331,0,7,7,14,12
DVO,,,0.011081,9,9,18,0.527778,0.000336,9,0.267295,0.286132,0.000046,14,14,28,12
BCI,,,0.001671,1,1,2,1,0.000076,11,0.195349,0.202017,0,1,1,2,7
LRE,,,0.002172,4,2,6,0.166667,0.000296,10,0.24274,0.255695,0.000673,5,2,7,7
BJL,,,0.024379,7,7,14,0.666667,0.000174,9,0.264427,0.285206,0.000007,13,13,26,4
BJZ,,,0.020168,2,2,4,1,0.000071,9,0.276102,0.294805,0,2,2,4,1
CLJ,,,0.094957,18,18,36,0.535948,0.00027,9,0.285702,0.310682,0.000022,21,21,42,1
EAS,,,0.020168,2,2,4,1,0.000071,9,0.276102,0.294805,0,3,3,6,1
FEZ,,,0.061033,16,16,32,0.35,0.000265,9,0.266409,0.291701,0.000044,18,18,36,1
GOA,,,0.106727,17,17,34,0.511029,0.000267,9,0.300071,0.329302,0.000037,20,20,40,1
GRX,,,0.029892,5,5,10,0.6,0.00012,9,0.277326,0.297608,0.000002,9,9,18,1
LCG,,,0.045179,6,6,12,0.933333,0.000125,9,0.292027,0.312428,0,12,12,24,1
LEI,,,0.087283,14,15,29,0.561905,0.000227,9,0.292254,0.317265,0.000016,18,18,36,1
LEN,,,0.01013,1,1,2,0,0.000057,9,0.259769,0.277497,0,1,1,2,1
MAH,,,0.168101,25,23,48,0.549231,0.000353,9,0.295839,0.321986,0.000005,36,34,70,1
POZ,,,0.10822,19,19,38,0.438596,0.000279,8,0.29327,0.318244,0.000029,21,21,42,1
RGS,,,0.01013,1,1,2,0,0.000057,9,0.259769,0.277497,0,1,1,2,1
RNS,,,0.051186,9,9,18,0.583333,0.000168,9,0.28787,0.309996,0.000003,13,13,26,1
SLM,,,0.01013,1,1,2,0,0.000057,9,0.259769,0.277497,0,1,1,2,1
TSR,,,0.064643,12,12,24,0.606061,0.000193,9,0.28402,0.307257,0.000002,13,13,26,1
VGO,,,0.042678,5,5,10,0.9,0.000109,9,0.289127,0.310522,0,11,11,22,1
VLL,,,0.01013,1,2,3,1,0.000057,9,0.260752,0.279831,0,3,4,7,1
XRY,,,0.106048,15,15,30,0.679167,0.000229,9,0.293831,0.318512,0.000004,21,22,43,1
BCV,,,0.00186,5,5,10,0.9,0.000233,10,0.229947,0.240306,0,5,5,10,15
CUK,,,0.001682,4,4,8,1,0.000191,10,0.229931,0.240158,0,6,6,12,15
SPR,,,0.002158,7,7,14,0.47619,0.000359,10,0.229978,0.240602,0.001151,11,11,22,15
SQS,,,0.001682,4,4,8,1,0.000191,10,0.229931,0.240158,0,4,4,8,15
TZA,,,0.002036,6,6,12,0.666667,0.00027,10,0.229994,0.240553,0.000001,8,9,17,15
BDB,,,0.001671,1,1,2,0,0.000076,10,0.242705,0.255498,0,2,2,4,7
BDH,,,0.010433,2,2,4,1,0.000085,9,0.281089,0.298866,0,2,2,4,6
BDJ,,,0.00536,8,8,16,0.5,0.000277,10,0.238371,0.253802,0.000055,14,15,29,7
BDO,,,0.014455,9,9,18,0.583333,0.000275,9,0.260954,0.28165,0.000029,21,21,42,7
BPN,,,0.01801,14,14,28,0.489011,0.000478,9,0.26154,0.283477,0.00064,36,36,72,7
JOG,,,0.018248,13,13,26,0.641026,0.000394,9,0.261459,0.28318,0.00003,29,29,58,7
KBU,,,0.000821,2,2,4,0,0.000113,10,0.207675,0.218849,0,2,2,4,7
PKN,,,0.004625,7,7,14,0.619048,0.000225,10,0.23832,0.253456,0.000308,7,7,14,7
SRG,,,0.016333,9,9,18,0.694444,0.000277,9,0.261196,0.282169,0.000051,17,17,34,7
BTH,,,0.009035,17,17,34,0.231618,0.000615,10,0.240476,0.258102,0.000603,27,27,54,7
JHB,,,0.012389,12,12,24,0.454545,0.000369,10,0.255369,0.275419,0.000019,18,18,36,7
PKU,,,0.014178,7,7,14,0.666667,0.00022,9,0.260933,0.281354,0.000016,18,18,36,7
BDP,,,0.001647,1,1,2,0,0.000072,10,0.233557,0.246551,0,1,1,2,7
BDQ,,,0.008892,2,2,4,1,0.000086,10,0.259689,0.276084,0,5,5,10,6
BDS,,,0.102119,19,19,38,0.327485,0.000274,9,0.282146,0.306731,0.000005,22,22,44,1
BDU,,,0.006586,1,1,2,0,0.00006,9,0.248601,0.264459,0,1,1,2,1
BEB,,,0.00435,2,2,4,1,0.000083,9,0.243387,0.256919,0,2,2,4,1
BNX,,,0.015462,3,3,6,0.666667,0.000085,9,0.270723,0.287735,0,3,3,6,1
SKP,,,0.10344,23,23,46,0.26087,0.000356,9,0.296124,0.323181,0.000179,24,24,48,1
TGD,,,0.101374,12,12,24,0.651515,0.000209,9,0.301141,0.329289,0.000011,16,16,32,1
TIV,,,0.049078,6,6,12,0.6,0.000132,9,0.29355,0.317956,0.000001,11,11,22,3
VAR,,,0.052041,9,9,18,0.555556,0.000169,9,0.27744,0.302057,0.000003,9,9,18,1
