Id,Label,timeset,eigencentrality,indegree,outdegree,Degree,clustering,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,weighted indegree,weighted outdegree,Weighted Degree,modularity_class
HUX,,,0.011453,2,2,4,1,0.000085,10,0.270463,0.288825,0,3,3,6,8
HVD,,,0.000821,1,1,2,0,0.000079,10,0.226842,0.237812,0,1,1,2,12
HVN,,,0.006757,1,1,2,0,0.00006,10,0.255504,0.27082,0,2,2,4,8
RJA,,,0.00156,1,1,2,0,0.000064,10,0.233654,0.245069,0,3,3,6,6
TIR,,,0.00156,1,1,2,0,0.000064,10,0.233654,0.245069,0,2,2,4,6
HYG,,,0.000306,1,1,2,0,0.000131,10,0.208508,0.215813,0,1,1,2,16
KTB,,,0.000472,2,3,5,1,0.000216,10,0.208534,0.216109,0,4,4,8,16
IAA,,,0.00131,1,1,2,0,0.000065,10,0.228639,0.241041,0,1,1,2,3
LNS,,,0.007236,1,1,2,0,0.00006,9,0.26825,0.283397,0,1,1,2,8
SLW,,,0.011453,2,2,4,1,0.000085,10,0.270463,0.288825,0,2,2,4,8
VCT,,,0.007156,1,1,2,0,0.000062,10,0.269019,0.286323,0,1,1,2,8
ZIH,,,0.024092,5,5,10,0.6,0.000142,9,0.28592,0.304101,0.000007,9,9,18,8
ZLO,,,0.019975,4,4,8,0.666667,0.000125,9,0.285654,0.303484,0.000002,7,7,14,8
IAN,,,0.000413,2,2,4,1,0.000218,11,0.186884,0.193605,0,4,4,8,16
ORV,,,0.000413,2,2,4,1,0.000218,11,0.186884,0.193605,0,4,4,8,16
IAR,,,0.005639,1,1,2,0,0.000061,9,0.247744,0.264178,0,1,1,2,3
ICI,,,0.00027,1,1,2,0,0.000092,11,0.202994,0.21123,0,1,1,2,7
OZH,,,0.004838,2,2,4,1,0.000077,10,0.252562,0.267453,0,2,2,4,3
UDJ,,,0.001161,1,1,2,0,0.00006,10,0.218548,0.230571,0,1,1,2,1
IFJ,,,0.00018,1,1,2,0,0.000132,10,0.164957,0.16917,0,1,1,2,22
KER,,,0.002494,4,4,8,0.833333,0.000162,10,0.225705,0.237417,0,4,4,8,6
MRX,,,0.001215,2,2,4,1,0.000107,10,0.224281,0.235514,0,2,2,4,6
IFO,,,0.004824,1,1,2,0,0.000058,10,0.245689,0.26033,0,2,2,4,3
IGA,,,0.002313,2,2,4,1,0.000122,10,0.236683,0.247961,0,2,2,4,8
MYG,,,0.002313,2,2,4,1,0.000122,10,0.236683,0.247961,0,2,2,4,8
IGG,,,0.000149,1,1,2,0.5,0.000186,11,0.186719,0.192862,0.000288,1,1,2,16
IGM,,,0.008092,2,2,4,0,0.000106,9,0.278722,0.293579,0.000024,4,4,8,8
IIL,,,0.000554,1,1,2,0,0.000082,11,0.185897,0.194138,0,1,1,2,6
IKE,,,0.00035,2,2,4,1,0.000241,12,0.13011,0.132786,0,2,2,4,22
SAE,,,0.00035,2,2,4,1,0.000241,12,0.13011,0.132786,0,2,2,4,22
UMD,,,0.001082,7,7,14,0.095238,0.000777,11,0.149557,0.15387,0.003451,7,7,14,22
IKI,,,0.000529,1,1,2,0,0.000071,10,0.216045,0.225553,0,2,2,4,12
IKS,,,0.000867,1,1,2,0,0.000072,10,0.221675,0.233534,0,2,2,4,3
KCK,,,0.001001,1,1,2,0,0.000068,10,0.225193,0.237392,0,1,1,2,3
KYZ,,,0.001001,1,1,2,0,0.000068,10,0.225193,0.237392,0,1,1,2,3
NER,,,0.006568,4,4,8,0.833333,0.000136,10,0.25508,0.270701,0.000001,5,5,10,3
ODO,,,0.001001,1,1,2,0,0.000068,10,0.225193,0.237392,0,2,2,4,3
UKX,,,0.001001,1,1,2,0,0.000068,10,0.225193,0.237392,0,2,2,4,3
ULK,,,0.001869,2,2,4,1,0.000096,10,0.225344,0.237959,0,6,6,12,3
ILD,,,0.006681,1,1,2,0,0.000056,9,0.238287,0.254977,0,1,1,2,1
BSS,,,0.000215,1,0,1,0,0.000074,0,0,0,0,1,0,1,9
IMT,,,0.005648,2,2,4,1,0.00011,10,0.254829,0.269257,0,2,2,4,8
RHI,,,0.005648,2,2,4,1,0.00011,10,0.254829,0.269257,0,2,2,4,8
PND,,,0.000364,2,2,4,1,0.000221,11,0.186988,0.192555,0,3,2,5,15
JGN,,,0.005691,4,4,8,0.833333,0.000116,10,0.226128,0.240469,0,7,7,14,12
INH,,,0.004153,3,3,6,1,0.000143,10,0.253872,0.269763,0,3,3,6,4
VNX,,,0.004153,3,3,6,1,0.000143,10,0.253872,0.269763,0,4,4,8,4
TRW,,,0.001155,3,3,6,0.333333,0.000181,10,0.232096,0.242661,0.000011,3,3,6,7
IOT,,,0.00035,2,2,4,1,0.000241,12,0.13011,0.132786,0,2,2,4,22
JUU,,,0.00035,2,2,4,1,0.000241,12,0.13011,0.132786,0,2,2,4,22
IPC,,,0.002393,2,2,4,0,0.000131,10,0.251265,0.264731,0.000112,2,2,4,14
IPH,,,0.005692,1,1,2,0,0.000064,9,0.259231,0.277446,0,2,2,4,7
IPT,,,0.006757,1,1,2,0,0.00006,10,0.255504,0.27082,0,2,2,4,8
IQN,,,0.005082,3,3,6,0.333333,0.000093,10,0.226401,0.24121,0,6,6,12,12
IQT,,,0.006307,4,4,8,0.666667,0.000183,10,0.250056,0.265221,0.000005,7,7,14,9
PCL,,,0.002954,3,3,6,1,0.000157,10,0.246911,0.260234,0,6,6,12,9
TPP,,,0.002954,3,3,6,1,0.000157,10,0.246911,0.260234,0,6,6,12,9
IRK,,,0.003478,1,1,2,0,0.000063,10,0.237216,0.249478,0,1,1,2,8
IRZ,,,0.000184,1,1,2,0,0.000138,12,0.175337,0.18123,0,1,1,2,9
JCK,,,0.000406,2,2,4,0,0.000202,11,0.196257,0.203848,0.000576,2,2,4,7
KDU,,,0.002389,1,1,2,0,0.000063,9,0.24395,0.256617,0,1,1,2,6
SKZ,,,0.006687,4,5,9,0.7,0.000142,9,0.247926,0.262282,0.000005,5,6,11,6
UET,,,0.010941,8,8,16,0.5,0.000239,9,0.252448,0.27051,0.000552,14,14,28,6
LEQ,,,0.000184,1,1,2,0,0.000089,11,0.185764,0.191994,0,1,1,2,1
ISE,,,0.011209,1,1,2,0,0.000061,9,0.273951,0.29308,0,1,1,2,3
KFS,,,0.011209,1,1,2,0,0.000061,9,0.273951,0.29308,0,1,1,2,3
KSH,,,0.01288,3,3,6,0.666667,0.000123,9,0.275134,0.295597,0.000154,6,6,12,6
KZR,,,0.011209,1,1,2,0,0.000061,9,0.273951,0.29308,0,1,1,2,3
MZH,,,0.016635,2,2,4,0,0.000076,9,0.275202,0.29503,0,2,2,4,3
MZR,,,0.013081,3,3,6,0.833333,0.000102,9,0.274441,0.294067,0,4,4,8,6
NAJ,,,0.011209,1,1,2,1,0.000061,10,0.217955,0.228592,0,1,1,2,3
NAV,,,0.016635,2,2,4,0,0.000076,9,0.275202,0.29503,0,2,2,4,3
NOP,,,0.011209,1,1,2,0,0.000061,9,0.273951,0.29308,0,1,1,2,3
ITB,,,0.000198,1,1,2,0,0.000076,12,0.175757,0.181967,0,2,2,4,9
IUE,,,0,0,1,1,0,0.000044,10,0.239847,0.251751,0,0,1,1,7
IUI,,,0.000367,2,2,4,1,0.000226,11,0.149537,0.153219,0,2,2,4,22
TQA,,,0.000367,2,2,4,1,0.000226,11,0.149537,0.153219,0,2,2,4,22
KTT,,,0.000224,1,1,2,0.5,0.000097,9,0.25412,0.270003,0.000288,2,2,4,1
JAL,,,0.004298,1,1,2,0,0.000067,10,0.251733,0.266733,0,2,2,4,8
JAU,,,0.00251,1,1,2,0,0.000074,10,0.246875,0.259938,0,1,1,2,9
JEG,,,0.000661,3,3,6,0.666667,0.000229,9,0.210169,0.218413,0.000001,3,3,6,22
JQA,,,0.000377,2,2,4,0,0.000206,10,0.175739,0.18107,0.004022,2,2,4,22
JBR,,,0.003478,1,1,2,0,0.000063,10,0.237216,0.249478,0,1,1,2,8
RCM,,,0.000157,1,1,2,0,0.00013,12,0.164067,0.16845,0,1,1,2,7
OMH,,,0.005009,2,2,4,0.666667,0.000099,10,0.227407,0.240087,0,3,3,6,6
RAE,,,0.008366,2,2,4,1,0.00008,10,0.258596,0.274605,0,2,2,4,6
SHW,,,0.008366,2,2,4,1,0.00008,10,0.258596,0.274605,0,2,2,4,6
URY,,,0.008366,2,2,4,1,0.00008,10,0.258596,0.274605,0,2,2,4,6
WAE,,,0.008366,2,2,4,1,0.00008,10,0.258596,0.274605,0,2,2,4,6
PSE,,,0.014913,2,2,4,1,0.000076,9,0.279414,0.297164,0,2,2,4,8
JIC,,,0.005326,4,4,8,0.5,0.000118,10,0.226416,0.241358,0.000001,6,6,12,12
JJU,,,0.001124,7,7,14,0.125,0.000706,10,0.175648,0.181571,0.005172,7,7,14,22
JNN,,,0.000656,4,4,8,0.2,0.000489,11,0.149464,0.15338,0.001726,4,4,8,22
JNS,,,0.000378,2,3,5,0.333333,0.000192,10,0.175575,0.180841,0.000288,2,3,5,22
LLU,,,0.000366,2,2,4,1,0.000234,11,0.149438,0.15301,0,2,2,4,22
QFG,,,0.000194,1,1,2,0.5,0.00013,12,0.130005,0.132278,0.000288,1,1,2,22
QJH,,,0.000194,1,1,2,0,0.00013,11,0.149412,0.152773,0,1,1,2,22
QUW,,,0.000366,2,2,4,1,0.000234,11,0.149438,0.15301,0,2,2,4,22
JKR,,,0.001647,1,1,2,0,0.000072,10,0.233557,0.246551,0,1,1,2,7
LVI,,,0.006896,4,4,8,0.7,0.000157,10,0.253548,0.26958,0.000001,7,7,14,4
MGH,,,0.003433,1,1,2,0,0.000072,10,0.253414,0.268939,0,1,1,2,4
MSU,,,0.003433,1,1,2,0,0.000072,10,0.253414,0.268939,0,1,1,2,4
MTS,,,0.003433,1,1,2,0,0.000072,10,0.253414,0.268939,0,1,1,2,4
PHW,,,0.003433,1,1,2,0,0.000072,10,0.253414,0.268939,0,1,1,2,4
PTG,,,0.003433,1,1,2,0,0.000072,10,0.253414,0.268939,0,1,1,2,4
PZB,,,0.003433,1,1,2,0,0.000072,10,0.253414,0.268939,0,1,1,2,4
RCB,,,0.003433,1,1,2,0,0.000072,10,0.253414,0.268939,0,1,1,2,4
UTT,,,0.003433,1,1,2,0,0.000072,10,0.253414,0.268939,0,1,1,2,4
XEQ,,,0.000172,1,1,2,0,0.000148,14,0.103222,0.104595,0.000575,1,1,2,22
QFX,,,0.000157,1,0,1,0,0.000099,0,0,0,0,1,0,1,22
KAE,,,0.000326,1,1,2,0,0.000123,10,0.21013,0.217726,0,1,1,2,16
PEC,,,0.000326,1,1,2,0.5,0.000123,11,0.173669,0.177996,0.000288,1,1,2,16
PSG,,,0.000485,2,2,4,0,0.000219,10,0.210156,0.217924,0.000008,2,2,4,16
SIT,,,0.000632,2,2,4,1,0.00021,10,0.210326,0.218457,0,3,3,6,16
JOL,,,0.000224,1,1,2,0,0.000089,11,0.199186,0.206437,0,1,1,2,12
JOS,,,0.002546,1,1,2,0,0.000066,10,0.242566,0.2565,0,1,1,2,4
MII,,,0.000982,2,2,4,1,0.000117,10,0.208805,0.220685,0,2,2,4,9
JUK,,,0.000193,1,1,2,0,0.000139,12,0.130105,0.132638,0,1,1,2,22
KGQ,,,0.000367,2,2,4,1,0.000226,11,0.149537,0.153219,0,2,2,4,22
KHQ,,,0.000367,2,2,4,1,0.000226,11,0.149537,0.153219,0,2,2,4,22
NAQ,,,0.000514,3,3,6,0,0.000389,11,0.14957,0.15354,0.001726,3,3,6,22
NSQ,,,0.000367,2,2,4,1,0.000226,11,0.149537,0.153219,0,2,2,4,22
UPK,,,0.000367,2,2,4,1,0.000226,11,0.149537,0.153219,0,2,2,4,22
JUZ,,,0.006566,3,3,6,1,0.000091,10,0.238927,0.254948,0,6,6,12,12
KAA,,,0.00052,1,1,2,1,0.000073,11,0.205526,0.214755,0,1,1,2,4
KAD,,,0.002546,1,1,2,0,0.000066,10,0.242566,0.2565,0,1,1,2,4
KAW,,,0.000156,1,1,2,0,0.000148,12,0.158129,0.161982,0,1,1,2,7
MGZ,,,0.000321,2,2,4,0,0.000245,11,0.18782,0.194239,0.000576,2,2,4,7
KAZ,,,0.000353,1,1,2,0,0.000087,10,0.206696,0.216604,0,1,1,2,7
KCA,,,0.002055,1,1,2,0,0.000064,10,0.229728,0.243325,0,2,2,4,12
KCC,,,0.000306,1,2,3,0.166667,0.000131,11,0.172613,0.177059,0.000863,1,2,3,16
WWP,,,0.000151,1,1,2,0,0.0001,12,0.147204,0.149936,0.000288,1,1,2,16
KCL,,,0.000149,1,1,2,0,0.000186,13,0.136005,0.138536,0.000863,1,1,2,16
LGK,,,0.011859,5,5,10,0.8,0.000165,9,0.26041,0.280116,0.000001,17,17,34,7
MKM,,,0.000935,2,2,4,1,0.000109,10,0.211977,0.221992,0,2,2,4,7
TGC,,,0.000426,1,1,2,0,0.000074,10,0.206886,0.21692,0,1,1,2,7
KCQ,,,0.000148,1,1,2,0,0.000202,12,0.157385,0.16113,0.000863,1,1,2,16
KPV,,,0.000148,1,1,2,0,0.000216,11,0.18674,0.192901,0.000864,1,1,2,16
KDV,,,0.001032,2,2,4,1,0.000128,10,0.232016,0.242459,0,2,2,4,7
KEP,,,0.001647,1,1,2,0,0.000072,10,0.233557,0.246551,0,1,1,2,7
KET,,,0.000184,1,1,2,1,0.000076,10,0.231159,0.242734,0,1,1,2,7
KEW,,,0.000167,1,1,2,1,0.000128,11,0.186595,0.192645,0,1,1,2,25
YRL,,,0.002202,8,6,14,0.166667,0.00052,10,0.229369,0.241073,0.003729,9,7,16,25
KME,,,0.001024,1,1,2,0,0.000069,10,0.227086,0.23823,0,1,1,2,4
KGP,,,0.002777,1,1,2,0,0.000062,10,0.239538,0.254385,0,1,1,2,3
KHD,,,0.000554,1,1,2,0,0.000082,11,0.185897,0.194138,0,1,1,2,6
NGQ,,,0.000917,2,2,4,0,0.000095,10,0.216989,0.227523,0,2,2,4,12
KNH,,,0.003988,4,4,8,0.5,0.000121,10,0.2273,0.240508,0,5,5,10,12
MZG,,,0.003988,4,4,8,0.5,0.000121,10,0.2273,0.240508,0,5,5,10,12
LYP,,,0.001855,1,1,2,0,0.000067,10,0.240287,0.252572,0,2,2,4,6
MJD,,,0.002103,2,2,4,1,0.000091,10,0.240305,0.25272,0,2,2,4,6
PJG,,,0.001855,1,1,2,0,0.000067,10,0.240287,0.252572,0,1,1,2,6
KHS,,,0.002942,1,1,2,0,0.000061,10,0.240544,0.254124,0,1,1,2,6
NGK,,,0.001022,1,1,2,0,0.000067,10,0.228562,0.240419,0,1,1,2,3
OHH,,,0.001683,2,2,4,1,0.000097,10,0.228794,0.241011,0,2,2,4,3
KHY,,,0.000554,1,1,2,0,0.000082,11,0.185897,0.194138,0,1,1,2,6
KHZ,,,0.000156,1,1,2,0,0.000131,11,0.184536,0.189445,0.000576,1,1,2,14
KXU,,,0.000148,1,1,2,0,0.000156,10,0.226249,0.235254,0.000576,1,1,2,14
KIF,,,0.000411,2,2,4,1,0.000138,11,0.178706,0.184314,0,2,2,4,25
WNN,,,0.000411,2,3,5,0.5,0.000153,11,0.178715,0.184462,0.000288,2,3,5,25
YXL,,,0.002522,14,16,30,0.101307,0.000944,10,0.217548,0.228363,0.007094,16,18,34,25
KIS,,,0.002712,1,2,3,1,0.000067,10,0.244073,0.259002,0,2,3,5,4
TGP,,,0.00131,1,1,2,0,0.000065,10,0.228639,0.241041,0,1,1,2,3
THX,,,0.00131,1,1,2,0,0.000065,10,0.228639,0.241041,0,1,1,2,3
SKK,,,0.000643,3,3,6,0.833333,0.000246,11,0.186936,0.193975,0,5,6,11,16
SYB,,,0.000149,1,1,2,0,0.000116,1,1,1,0.000288,1,1,2,16
KYK,,,0.000149,1,0,1,0,0.000116,0,0,0,0,1,0,1,16
KLV,,,0.016549,3,3,6,1,0.000094,9,0.264407,0.282815,0,5,5,10,3
LNJ,,,0.003054,1,1,2,0,0.000061,10,0.232096,0.246966,0,2,2,4,12
SYM,,,0.003054,1,1,2,0,0.000061,10,0.232096,0.246966,0,3,3,6,12
WNH,,,0.003054,1,1,2,0,0.000061,10,0.232096,0.246966,0,2,2,4,12
YIC,,,0.016868,4,4,8,1,0.000107,9,0.275494,0.295636,0,6,6,12,12
NDY,,,0.000695,3,2,5,0.666667,0.000176,10,0.199233,0.207824,0,3,2,5,0
NRL,,,0.000543,2,4,6,0.5,0.000129,10,0.199257,0.20812,0,2,4,6,0
PPW,,,0.000695,3,3,6,0.666667,0.000164,10,0.199245,0.207972,0,3,3,6,0
SOY,,,0.000543,2,2,4,1,0.000157,10,0.199233,0.207824,0,2,2,4,0
WRY,,,0.000543,2,2,4,1,0.000129,10,0.199233,0.207824,0,2,2,4,0
FMI,,,0.000148,1,0,1,0,0.000145,0,0,0,0,1,0,1,4
KOS,,,0.001242,1,1,2,0,0.000065,10,0.22437,0.236207,0,1,1,2,12
WBB,,,0.000595,3,4,7,0.333333,0.000262,11,0.187029,0.194384,0.000008,5,7,12,16
KPB,,,0.000306,1,1,2,0.5,0.000131,11,0.17256,0.176748,0.000288,1,1,2,16
PPV,,,0.000151,1,1,2,0.5,0.000156,10,0.208521,0.215862,0.000288,1,1,2,16
UYL,,,0.001162,1,1,2,0,0.000068,10,0.226599,0.23753,0,2,2,4,6
KRY,,,0.002055,1,1,2,0,0.000064,10,0.229728,0.243325,0,2,2,4,12
KSA,,,0.000328,2,2,4,1,0.000184,12,0.16776,0.17202,0,2,2,4,7
KWA,,,0.000526,3,3,6,0.333333,0.000244,11,0.200785,0.207789,0.00054,3,3,6,7
PNI,,,0.000486,3,3,6,0.333333,0.00025,11,0.182708,0.188517,0.000089,3,3,6,7
MOU,,,0.000352,2,2,4,0,0.00025,11,0.186915,0.193437,0.000001,2,2,4,16
KTE,,,0.000341,1,1,2,0,0.000074,10,0.206229,0.215844,0,2,2,4,7
KTG,,,0.000455,2,2,4,0,0.000109,11,0.19274,0.200866,0,2,2,4,7
KTL,,,0.000231,1,1,2,0,0.000127,12,0.165938,0.171613,0,1,1,2,4
PKR,,,0.001647,1,1,2,0,0.000072,10,0.233557,0.246551,0,1,1,2,7
TMI,,,0.001647,1,1,2,0,0.000072,10,0.233557,0.246551,0,1,1,2,7
KWF,,,0.000306,1,1,2,0,0.000131,10,0.208508,0.215813,0,1,1,2,16
MTM,,,0.000306,1,1,2,0,0.000131,10,0.208508,0.215813,0,3,3,6,16
WRG,,,0.000465,2,2,4,0,0.000224,10,0.208534,0.21601,0.000001,2,2,4,16
KTS,,,0.000606,3,3,6,0.666667,0.000291,11,0.186926,0.193925,0,4,4,8,16
TLA,,,0.00044,2,2,4,1,0.000189,11,0.186915,0.193777,0,3,3,6,16
WAA,,,0.000749,4,3,7,0.416667,0.000368,11,0.186926,0.193925,0.000288,5,4,9,16
KUA,,,0.011092,3,3,6,1,0.000106,9,0.26021,0.279474,0,5,5,10,7
NUP,,,0.000159,1,2,3,0.666667,0.000245,11,0.187185,0.194488,0.000288,2,2,4,16
TGG,,,0.011079,4,4,8,0.666667,0.000148,9,0.260511,0.280239,0.000002,7,7,14,7
KVG,,,0.001223,3,3,6,1,0.000178,10,0.224162,0.235939,0,4,4,8,7
MAS,,,0.001641,5,5,10,0.7,0.000273,10,0.224192,0.236235,0,5,5,10,7
KVL,,,0.000406,2,2,4,0.666667,0.000178,11,0.186905,0.193703,0,3,3,6,16
PHO,,,0.00057,3,3,6,0.25,0.000277,11,0.186957,0.193975,0.000291,4,4,8,16
KVX,,,0.009487,3,3,6,0.333333,0.000121,9,0.259231,0.276074,0.000132,3,3,6,3
WUZ,,,0.005181,3,3,6,1,0.000089,10,0.224281,0.237969,0,3,3,6,12
TOG,,,0.000167,1,1,2,0,0.000146,12,0.157686,0.161925,0,1,1,2,16
KYP,,,0.001405,1,1,2,0,0.000072,10,0.231143,0.242685,0,1,1,2,7
KZS,,,0.003491,1,1,2,0,0.000058,10,0.233057,0.246731,0,2,2,4,1
LUO,,,0.002029,1,1,2,0,0.000072,10,0.243142,0.256006,0,1,1,2,4
MEG,,,0.002209,2,2,4,1,0.000126,10,0.24316,0.256154,0,2,2,4,4
MSZ,,,0.002029,1,1,2,0,0.000072,10,0.243142,0.256006,0,1,1,2,4
NOV,,,0.00243,3,3,6,1,0.000161,10,0.243177,0.256302,0,3,3,6,4
SDD,,,0.002762,3,3,6,0.666667,0.000149,10,0.243458,0.256845,0.000001,3,3,6,4
SPP,,,0.00243,3,3,6,1,0.000161,10,0.243177,0.256302,0,3,3,6,4
SSY,,,0.002029,1,1,2,0,0.000072,10,0.243142,0.256006,0,1,1,2,4
SVP,,,0.002241,2,2,4,1,0.000115,10,0.24316,0.256154,0,2,2,4,4
TMS,,,0.009873,3,3,6,0.666667,0.000112,9,0.259709,0.277588,0.000002,4,3,7,4
VHC,,,0.002209,2,2,4,1,0.000126,10,0.24316,0.256154,0,2,2,4,4
LAI,,,0.00546,1,1,2,0,0.00006,9,0.241905,0.258486,0,1,1,2,1
LAO,,,0.002965,1,1,2,0,0.000072,10,0.248583,0.262591,0,2,2,4,12
LAQ,,,0.005966,2,2,4,1,0.000081,10,0.242287,0.256789,0,3,3,6,1
SCK,,,0.005674,1,1,2,0,0.000062,10,0.255872,0.270768,0,1,1,2,8
SMX,,,0.01346,2,2,4,1,0.000081,9,0.280995,0.297167,0,2,2,4,8
YYJ,,,0.034994,8,8,16,0.928571,0.000213,9,0.288534,0.307336,0,13,13,26,8
LAU,,,0.000421,2,2,4,0.5,0.000166,11,0.196509,0.204813,0.000001,4,4,8,4
MYD,,,0.00287,2,3,5,0.333333,0.000137,10,0.244374,0.259767,0.000619,5,5,10,4
LTO,,,0.007786,1,1,2,0,0.000063,9,0.27863,0.293307,0,1,1,2,8
MCE,,,0.007786,1,1,2,0,0.000063,9,0.27863,0.293307,0,1,1,2,8
MMH,,,0.007786,1,1,2,0,0.000063,9,0.27863,0.293307,0,2,2,4,8
PRC,,,0.007786,1,1,2,0,0.000063,9,0.27863,0.293307,0,1,1,2,8
SBP,,,0.018216,3,3,6,1,0.000099,9,0.279877,0.295568,0,4,4,8,8
STS,,,0.019356,4,4,8,1,0.00012,9,0.280785,0.296377,0,6,6,12,8
UPN,,,0.008522,2,2,4,0,0.000084,9,0.279045,0.294295,0.000001,2,2,4,8
VIS,,,0.007786,1,1,2,0,0.000063,9,0.27863,0.293307,0,1,1,2,8
YLW,,,0.032067,11,11,22,0.490909,0.000331,9,0.291699,0.309934,0.000138,15,15,30,8
YUM,,,0.012124,2,2,4,1,0.000081,9,0.279068,0.294295,0,3,3,6,8
LAZ,,,0.001039,1,1,2,0.5,0.000072,11,0.188407,0.19444,0.000288,1,1,2,9
LBP,,,0.000192,1,1,2,0,0.0001,11,0.174893,0.180524,0,1,1,2,7
LBS,,,0.001032,2,2,4,1,0.000128,10,0.232016,0.242459,0,2,2,4,7
PEU,,,0.000871,2,2,4,1,0.000095,11,0.21804,0.228729,0,2,2,4,8
UII,,,0.000227,1,0,1,0,0.000072,0,0,0,0,1,0,1,8
LCK,,,0.001706,2,2,4,0,0.000083,9,0.211645,0.222362,0,2,2,4,8
LCX,,,0.002057,1,1,2,0,0.00006,10,0.221879,0.234682,0,1,1,2,12
LEA,,,0.001327,1,1,2,0,0.000077,10,0.23427,0.246893,0,3,3,6,7
LEC,,,0.001039,1,1,2,0,0.000072,10,0.232096,0.243309,0,1,1,2,9
SCW,,,0.017415,7,7,14,0.190476,0.000278,9,0.264572,0.283605,0.000823,9,9,18,3
UCT,,,0.00988,4,4,8,0.333333,0.000161,9,0.25931,0.27637,0.000217,4,4,8,3
LEH,,,0.005127,1,1,2,0,0.000058,10,0.242461,0.256817,0,1,1,2,1
LPD,,,0.000208,1,1,2,0,0.000125,11,0.195904,0.20373,0,1,1,2,8
TCD,,,0.000208,1,1,2,0,0.000125,11,0.195904,0.20373,0,1,1,2,8
LGI,,,0.002131,1,1,2,0,0.00007,10,0.236667,0.247813,0,2,2,4,8
LGL,,,0.0007,2,2,4,1,0.000135,10,0.211897,0.22178,0,2,2,4,7
LGQ,,,0.001233,1,1,2,0,0.000077,10,0.226842,0.239411,0,1,1,2,8
YZY,,,0.004086,2,2,4,1,0.000075,10,0.226053,0.24005,0,3,3,6,12
PIU,,,0.00251,1,1,2,0,0.000074,10,0.246875,0.259938,0,2,2,4,9
TBP,,,0.00251,1,1,2,0,0.000074,10,0.246875,0.259938,0,1,1,2,9
TGI,,,0.00251,1,1,2,0,0.000074,10,0.246875,0.259938,0,1,1,2,9
TRU,,,0.00251,1,1,2,0,0.000074,10,0.246875,0.259938,0,1,1,2,9
SYQ,,,0.001331,1,1,2,0,0.000066,10,0.233994,0.243942,0,1,1,2,8
TNO,,,0.003462,2,2,4,1,0.000095,10,0.239657,0.251873,0,4,4,8,8
PIX,,,0.008681,3,2,5,1,0.000117,10,0.232432,0.244165,0,4,4,8,1
PXO,,,0.007071,1,1,2,0,0.000059,9,0.254426,0.270696,0,3,3,6,1
SMA,,,0.008327,2,1,3,1,0.000082,10,0.2324,0.243967,0,3,3,6,1
LJA,,,0,0,1,1,0,0.000044,10,0.228212,0.239323,0,0,1,1,4
LKB,,,0.00027,1,1,2,0,0.000092,11,0.202994,0.21123,0,1,1,2,7
LKG,,,0.000231,1,1,2,0,0.000127,12,0.165938,0.171613,0,1,1,2,4
LKH,,,0.0007,2,2,4,1,0.000135,10,0.211897,0.22178,0,2,2,4,7
PJA,,,0.002626,2,2,4,0,0.000093,9,0.233735,0.246963,0,2,2,4,1
LMC,,,0.000217,1,1,2,0,0.000101,11,0.195882,0.203705,0,1,1,2,8
LMN,,,0.000508,1,1,2,0,0.000079,10,0.21187,0.221582,0,1,1,2,7
LMT,,,0.009181,2,2,4,1,0.00008,9,0.267995,0.282331,0,2,2,4,8
LNE,,,0.000795,3,3,6,0.666667,0.00024,11,0.204135,0.213853,0.000013,3,3,6,7
LOD,,,0.000414,2,2,4,1,0.000177,11,0.195734,0.203092,0,2,2,4,7
QUO,,,0.002546,1,1,2,0,0.000066,10,0.242566,0.2565,0,1,1,2,4
NDB,,,0.006189,3,3,6,0.666667,0.000111,9,0.235298,0.250045,0.000001,4,4,8,1
VDE,,,0.011938,3,3,6,0.666667,0.000086,9,0.238624,0.255084,0,3,3,6,1
POI,,,0.000426,1,1,2,0,0.000087,11,0.200012,0.208232,0,2,2,4,9
RBQ,,,0.000627,2,2,4,1,0.000154,11,0.200047,0.208479,0,2,2,4,9
UYU,,,0.000426,1,1,2,0,0.000087,11,0.200012,0.208232,0,1,1,2,9
LPM,,,0.000578,2,2,4,1,0.000165,11,0.204024,0.21336,0,2,2,4,7
PKZ,,,0.005318,5,5,10,0.4,0.000174,10,0.246694,0.262269,0.000002,5,5,10,7
LPS,,,0.000156,1,1,2,0,0.000182,14,0.113655,0.11509,0,1,1,2,20
LPY,,,0.00546,1,1,2,0,0.00006,9,0.241905,0.258486,0,1,1,2,1
LQM,,,0.000208,1,1,2,0,0.000099,11,0.195893,0.203681,0,1,1,2,8
WIN,,,0.000516,2,2,4,0,0.000211,11,0.20336,0.211911,0,2,2,4,7
LRT,,,0.010587,2,2,4,1,0.000074,9,0.249538,0.266589,0,2,2,4,1
LSE,,,0.014586,2,2,4,1,0.000081,9,0.274419,0.291667,0,3,3,6,8
LSY,,,0.002599,1,1,2,0,0.000075,10,0.252978,0.267631,0,1,1,2,7
LTD,,,0.001568,1,1,2,0,0.000066,10,0.235102,0.246632,0,1,1,2,6
OCC,,,0.001398,2,2,4,0,0.000131,10,0.226873,0.239608,0.000003,3,3,6,8
LUD,,,0.000521,1,1,2,0.5,0.000077,11,0.183983,0.18931,0.000288,1,1,2,4
